IA																																																		
BIA																																																		
ENGLISH: aunt	0	0.0196	0.013579507	0.071292788	0.072323827	0.134538725	0.177435032	0.225346285	0.274835496	0.324875219	0.374192274	0.421674707	0.466629418	0.508560527	0.546634635	0.580527966	0.610242712	0.635972754	0.657892436	0.676097476	0.691254786	0.703894266	0.714451358	0.723288785	0.730709406	0.736965309	0.742265231	0.746379448	0.749466594	0.751821676	0.75364774	0.755086511	0.756238178	0.757174399	0.757946971	0.758593702	0.759142452	0.759613928	0.760023657	0.760383386	0.760702079	0.760986645	0.761242461	0.761473757	0.761683898	0.761875593	0.762051051	0.762212094	0.762360245	0.762496791
DUTCH: munt	0	0.0119	0.003204027	0.039965716	0.031083463	0.062268046	0.068716169	0.075619418	0.080291245	0.082663229	0.08244896	0.07949433	0.074085489	0.068241926	0.062079235	0.055716787	0.049316073	0.04303072	0.036896965	0.030795568	0.024915051	0.019362826	0.01419451	0.009432284	0.005076825	0.001115279	-0.002473331	-0.005919629	-0.00925479	-0.012424063	-0.015400386	-0.018173597	-0.020743683	-0.023116587	-0.025301594	-0.027309706	-0.029152644	-0.030842228	-0.032390013	-0.033807069	-0.035103864	-0.036290208	-0.037375237	-0.038367419	-0.039274576	-0.040103915	-0.040862063	-0.041555108	-0.04218863	-0.042767743
DUTCH: punt	0	0.0119	0.003204027	0.039965716	0.031083463	0.062268046	0.068716169	0.075619418	0.080291245	0.082663229	0.08244896	0.07949433	0.074085489	0.068241926	0.062079235	0.055716787	0.049316073	0.04303072	0.036896965	0.030795568	0.024915051	0.019362826	0.01419451	0.009432284	0.005076825	0.001115279	-0.002473331	-0.005919629	-0.00925479	-0.012424063	-0.015400386	-0.018173597	-0.020743683	-0.023116587	-0.025301594	-0.027309706	-0.029152644	-0.030842228	-0.032390013	-0.033807069	-0.035103864	-0.036290208	-0.037375237	-0.038367419	-0.039274576	-0.040103915	-0.040862063	-0.041555108	-0.04218863	-0.042767743
DUTCH: kunt	0	0.0119	0.003204027	0.039965716	0.031083463	0.062268046	0.068716169	0.075619418	0.080291245	0.082663229	0.08244896	0.07949433	0.074085489	0.068241926	0.062079235	0.055716787	0.049316073	0.04303072	0.036896965	0.030795568	0.024915051	0.019362826	0.01419451	0.009432284	0.005076825	0.001115279	-0.002473331	-0.005919629	-0.00925479	-0.012424063	-0.015400386	-0.018173597	-0.020743683	-0.023116587	-0.025301594	-0.027309706	-0.029152644	-0.030842228	-0.032390013	-0.033807069	-0.035103864	-0.036290208	-0.037375237	-0.038367419	-0.039274576	-0.040103915	-0.040862063	-0.041555108	-0.04218863	-0.042767743
ENGLISH: hunt	0	0.0119	0.003204027	0.038854189	0.029754576	0.058143673	0.060989573	0.062707677	0.06041623	0.055522799	0.049629089	0.042886025	0.035589612	0.028067698	0.020404147	0.012765169	0.005333543	-0.00173407	-0.008322252	-0.014337817	-0.019684559	-0.024339958	-0.028322753	-0.031673759	-0.034444409	-0.036689879	-0.038465045	-0.040073886	-0.041593545	-0.04298972	-0.044248532	-0.045368082	-0.046353259	-0.047212571	-0.047956223	-0.048594982	-0.049139502	-0.049599958	-0.049985843	-0.050305888	-0.050568038	-0.050779468	-0.050946626	-0.051075276	-0.05117056	-0.051237046	-0.051278785	-0.051299362	-0.051301942	-0.051289314
DUTCH: rent	0	0.0042	-0.006925993	0.004746481	-0.008464173	-0.010378209	-0.018857258	-0.027887976	-0.037578301	-0.047452729	-0.057141367	-0.066337671	-0.074770508	-0.082264052	-0.088853671	-0.094563984	-0.09943131	-0.103511781	-0.106912396	-0.10979101	-0.112164932	-0.114079355	-0.115590382	-0.116755903	-0.117630902	-0.118265246	-0.118702873	-0.119108406	-0.1195196	-0.119913417	-0.120277904	-0.120607885	-0.120902229	-0.121162118	-0.121389971	-0.121588772	-0.121761673	-0.121911761	-0.122041923	-0.122154791	-0.122252714	-0.122337763	-0.122411743	-0.122476218	-0.122532536	-0.12258185	-0.12262515	-0.122663276	-0.122696947	-0.122726774
DUTCH: cent	0	0.0042	-0.006925993	0.004746481	-0.008464173	-0.010378209	-0.018857258	-0.027887976	-0.037578301	-0.047452729	-0.057141367	-0.066337671	-0.074770508	-0.082264052	-0.088853671	-0.094563984	-0.09943131	-0.103511781	-0.106912396	-0.10979101	-0.112164932	-0.114079355	-0.115590382	-0.116755903	-0.117630902	-0.118265246	-0.118702873	-0.119108406	-0.1195196	-0.119913417	-0.120277904	-0.120607885	-0.120902229	-0.121162118	-0.121389971	-0.121588772	-0.121761673	-0.121911761	-0.122041923	-0.122154791	-0.122252714	-0.122337763	-0.122411743	-0.122476218	-0.122532536	-0.12258185	-0.12262515	-0.122663276	-0.122696947	-0.122726774
DUTCH: tent	0	0.0042	-0.006925993	0.004746481	-0.008464173	-0.010378209	-0.018857258	-0.027887976	-0.037578301	-0.047452729	-0.057141367	-0.066337671	-0.074770508	-0.082264052	-0.088853671	-0.094563984	-0.09943131	-0.103511781	-0.106912396	-0.10979101	-0.112164932	-0.114079355	-0.115590382	-0.116755903	-0.117630902	-0.118265246	-0.118702873	-0.119108406	-0.1195196	-0.119913417	-0.120277904	-0.120607885	-0.120902229	-0.121162118	-0.121389971	-0.121588772	-0.121761673	-0.121911761	-0.122041923	-0.122154791	-0.122252714	-0.122337763	-0.122411743	-0.122476218	-0.122532536	-0.12258185	-0.12262515	-0.122663276	-0.122696947	-0.122726774
DUTCH: wint	0	0.0042	-0.006925993	0.004746481	-0.008464173	-0.010378209	-0.018857258	-0.027887976	-0.037578301	-0.047452729	-0.057141367	-0.066337671	-0.074770508	-0.082264052	-0.088853671	-0.094563984	-0.09943131	-0.103511781	-0.106912396	-0.10979101	-0.112164932	-0.114079355	-0.115590382	-0.116755903	-0.117630902	-0.118265246	-0.118702873	-0.119108406	-0.1195196	-0.119913417	-0.120277904	-0.120607885	-0.120902229	-0.121162118	-0.121389971	-0.121588772	-0.121761673	-0.121911761	-0.122041923	-0.122154791	-0.122252714	-0.122337763	-0.122411743	-0.122476218	-0.122532536	-0.12258185	-0.12262515	-0.122663276	-0.122696947	-0.122726774
DUTCH: kont	0	0.0042	-0.006925993	0.004746481	-0.008464173	-0.010378209	-0.018857258	-0.027887976	-0.037578301	-0.047452729	-0.057141367	-0.066337671	-0.074770508	-0.082264052	-0.088853671	-0.094563984	-0.09943131	-0.103511781	-0.106912396	-0.10979101	-0.112164932	-0.114079355	-0.115590382	-0.116755903	-0.117630902	-0.118265246	-0.118702873	-0.119108406	-0.1195196	-0.119913417	-0.120277904	-0.120607885	-0.120902229	-0.121162118	-0.121389971	-0.121588772	-0.121761673	-0.121911761	-0.122041923	-0.122154791	-0.122252714	-0.122337763	-0.122411743	-0.122476218	-0.122532536	-0.12258185	-0.12262515	-0.122663276	-0.122696947	-0.122726774
